HumanSymbol	chr	snp	locus	gene_biotype	MouseSymbol	expression	lin.exprs	specific	co.reg	diff	score	pLI	score.pLI
FASTKD5	20	rs8118008	DDRGK1	protein_coding	Fastkd5	0	0	0	0	0	0	3.4250816581256e-06	0
FBXL19-AS1	16	rs14235	BCKDK-STX1B	antisense	NA	0	0	0	0	0	0	0	0
FBXW10	17	rs11868035	SREBF1-RAI1	protein_coding	Fbxw10	0	0	0	0	0	0	0	0
FBXW12	3	rs12497850	NCKIPSD	protein_coding	NA	0	0	0	0	0	0	1.97457661872321e-07	0
FCF1P1	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FCF1P2	3	rs12497850	NCKIPSD	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FDPSP3	14	rs11158026	GCH1	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
FGFBP2	4	rs11724635	BST1	protein_coding	NA	0	0	0	0	0	0	1.14165900472648e-07	0
FKBPL	6	rs9275326	HLA-DBQ1	protein_coding	Fkbpl	0	0	0	0	0	0	5.3549944756646e-05	0
FOXO3B	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FRG2KP	16	rs14235	BCKDK-STX1B	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
FRG2MP	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FTLP19	10	rs10906923	FAM171A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FTLP19	10	rs7077361	ITGA8	processed_pseudogene	NA	0	0	0	0	0	0	0	0
FTLP3	20	rs8118008	DDRGK1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
G6PC2	2	rs1474055	STK39	protein_coding	G6pc2	0	0	0	0	0	0	1.91255841634904e-09	0
GALC	14	rs8005172	GALC	protein_coding	Galc	0	0	0	0	0	0	6.28347214969704e-07	0
GALNT3	2	rs353116	SCN3A	protein_coding	Galnt3	0	0	0	0	0	0	2.0116310885668e-05	0
GAPDHP16	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
GAPDHP45	10	rs10906923	FAM171A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
GAPDHP45	10	rs7077361	ITGA8	processed_pseudogene	NA	0	0	0	0	0	0	0	0
GBAP1	1	rs35749011	GBA-SYT11	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
GDPD3	16	rs14235	BCKDK-STX1B	protein_coding	Gdpd3	0	0	0	0	0	0	1.05164952856676e-07	0
GGNBP1	6	rs9275326	HLA-DBQ1	transcribed_unitary_pseudogene	NA	0	0	0	0	0	0	0	0
GHDC	17	rs601999	ATP6V0A1	protein_coding	Ghdc	0	0	0	0	0	0	2.1212473947494e-05	0
GLB1L2	11	rs329648	MIR4697	protein_coding	Glb1l2	0	0	0	0	0	0	1.44692099840466e-16	0
GLB1L3	11	rs329648	MIR4697	protein_coding	Glb1l3	0	0	0	0	0	0	1.88655110815495e-13	0
GLYCTK	3	rs143918452	ALAS1	protein_coding	Glyctk	0	0	0	0	0	0	1.36482731873284e-06	0
GLYCTK-AS1	3	rs143918452	ALAS1	processed_transcript	NA	0	0	0	0	0	0	0	0
GNL3LP1	5	rs2694528	ELOVL7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
GNRH2	20	rs8118008	DDRGK1	protein_coding	NA	0	0	0	0	0	0	0.000228749333342023	0
GOLGA2P11	15	rs2414739	VPS13C	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
GPNMB	7	rs199347	GPNMB	protein_coding	Gpnmb	0	0	0	0	0	0	1.12477120855255e-12	0
GPR89P	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
GPRIN3	4	rs356182	SNCA	protein_coding	Gprin3	0	0	0	0	0	0	0.000266284255273368	0
GPX6	6	rs9468199	ZNF184	protein_coding	Gpx6	0	0	0	0	0	0	3.13757952195529e-05	0
GRK5-IT1	10	rs117896735	INPP5F	sense_intronic	NA	0	0	0	0	0	0	0	0
GTF2H3	12	rs11060180	CCDC62	protein_coding	Gtf2h3	0	0	0	0	0	0	1.59171384172212e-05	0
GUSBP2	6	rs9468199	ZNF184	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HCAR3	12	rs11060180	CCDC62	protein_coding	NA	0	0	0	0	0	0	6.93117983208457e-06	0
HCG23	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
HCG24	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
HCG25	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
HERC2P4	16	rs14235	BCKDK-STX1B	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HIST1H2AH	6	rs9468199	ZNF184	protein_coding	Hist1h2ah	0	0	0	0	0	0	6.2950794420684e-05	0
HIST1H2BO	6	rs9468199	ZNF184	protein_coding	Hist1h2bp	0	0	0	0	0	0	3.07277582735277e-05	0
HIST1H2BPS2	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HIST1H4PS1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-DOA	6	rs9275326	HLA-DBQ1	protein_coding	H2-Oa	0	0	0	0	0	0	1.88487379125175e-05	0
HLA-DOB	6	rs9275326	HLA-DBQ1	protein_coding	H2-Ob	0	0	0	0	0	0	9.08751665004379e-05	0
HLA-DPA1	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0.000185717032888532	0
HLA-DPA2	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-DPA3	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-DPB1	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	7.18465788950328e-09	0
HLA-DPB2	6	rs9275326	HLA-DBQ1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-DQB1-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
HLA-DQB3	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-DRB1	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	5.62352879494898e-05	0
HLA-DRB6	6	rs9275326	HLA-DBQ1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-DRB9	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HLA-Z	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HMGB3P27	17	rs601999	ATP6V0A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HMGN1P26	15	rs2414739	VPS13C	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HMGN2P15	17	rs601999	ATP6V0A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HMGN2P18	1	rs35749011	GBA-SYT11	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HNRNPA1P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HNRNPA1P2	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HNRNPA1P48	16	rs4784227	TOX3	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
HNRNPA1P72	11	rs3793947	DLG2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HPRT1P1	4	rs11724635	BST1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HR	8	rs2280104	SORBS3	protein_coding	Hr	0	0	0	0	0	0	2.12734947334705e-05	0
HSD17B1P1	17	rs601999	ATP6V0A1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
HSD3B7	16	rs14235	BCKDK-STX1B	protein_coding	Hsd3b7	0	0	0	0	0	0	4.6418471440819e-06	0
HSPA1A	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0	0
HSPA1B	6	rs9275326	HLA-DBQ1	protein_coding	Hspa1b	0	0	0	0	0	0	0	0
HSPA1L	6	rs9275326	HLA-DBQ1	protein_coding	Hspa1l	0	0	0	0	0	0	2.19040919542089e-06	0
HSPB9	17	rs601999	ATP6V0A1	protein_coding	Hspb9	0	0	0	0	0	0	5.41472479924188e-05	0
HTATSF1P1	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
HTR3D	3	rs12637471	MCCC1	protein_coding	NA	0	0	0	0	0	0	2.59130296079301e-06	0
IARS2P1	8	rs60298754	MMP16	processed_pseudogene	NA	0	0	0	0	0	0	0	0
IDUA	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Idua	0	0	0	0	0	0	2.64182167327825e-08	0
IFI35	17	rs601999	ATP6V0A1	protein_coding	Ifi35	0	0	0	0	0	0	5.69697011611625e-08	0
IFT80	3	rs34016896	NMD3	protein_coding	Ift80	0	0	0	0	0	0	1.44402047985056e-10	0
IGHV1OR16-1	16	rs14235	BCKDK-STX1B	IG_V_pseudogene	NA	0	0	0	0	0	0	0	0
IGHV1OR16-3	16	rs14235	BCKDK-STX1B	IG_V_pseudogene	NA	0	0	0	0	0	0	0	0
IGHV3OR16-9	16	rs14235	BCKDK-STX1B	IG_V_gene	NA	0	0	0	0	0	0	0	0
IL18R1	2	rs34043159	IL1R2	protein_coding	Il18r1	0	0	0	0	0	0	5.02097661201518e-07	0
IL1R2	2	rs34043159	IL1R2	protein_coding	Il1r2	0	0	0	0	0	0	1.95242791720407e-07	0
IL1RL1	2	rs34043159	IL1R2	protein_coding	Il1rl1	0	0	0	0	0	0	1.28060324751977e-07	0
IL1RL2	2	rs34043159	IL1R2	protein_coding	Il1rl2	0	0	0	0	0	0	1.96903985630201e-07	0
IQCB2P	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
IQCF2	3	rs143918452	ALAS1	protein_coding	Iqcf2	0	0	0	0	0	0	0.000296978107855683	0
IQCF5-AS1	3	rs143918452	ALAS1	antisense	NA	0	0	0	0	0	0	0	0
ITGA8	10	rs10906923	FAM171A1	protein_coding	Itga8	0	0	0	0	0	0	5.01886012783355e-08	0
ITGA8	10	rs7077361	ITGA8	protein_coding	Itga8	0	0	0	0	0	0	5.01886012783355e-08	0
ITGAD	16	rs14235	BCKDK-STX1B	protein_coding	Itgad	0	0	0	0	0	0	6.33151638988354e-12	0
ITGAM	16	rs14235	BCKDK-STX1B	protein_coding	Itgam	0	0	0	0	0	0	1.33563852516558e-08	0
ITGAX	16	rs14235	BCKDK-STX1B	protein_coding	Itgax	0	0	0	0	0	0	6.11156995762923e-05	0
ITIH1	3	rs143918452	ALAS1	protein_coding	Itih1	0	0	0	0	0	0	4.79131815203759e-18	0
ITIH3	3	rs143918452	ALAS1	protein_coding	Itih3	0	0	0	0	0	0	6.66881160948057e-12	0
ITIH4	3	rs143918452	ALAS1	protein_coding	Itih4	0	0	0	0	0	0	4.63110952740984e-05	0
ITIH4-AS1	3	rs143918452	ALAS1	antisense	NA	0	0	0	0	0	0	0	0
ITPKB-AS1	1	rs4653767	ITPKB	antisense	NA	0	0	0	0	0	0	0	0
ITPKB-IT1	1	rs4653767	ITPKB	sense_intronic	NA	0	0	0	0	0	0	0	0
ITPR3	6	rs9275326	HLA-DBQ1	protein_coding	Itpr3	0	0	0	0	0	0	4.97536705049387e-12	0
IZUMO4	19	rs62120679	SPPL2B	protein_coding	Izumo4	0	0	0	0	0	0	4.69904233416224e-08	0
JSRP1	19	rs62120679	SPPL2B	protein_coding	Jsrp1	0	0	0	0	0	0	8.90273527204223e-10	0
KANSL1-AS1	17	rs17649553	MAPT	antisense	NA	0	0	0	0	0	0	0	0
KCNH8	3	rs4073221	SATB1	protein_coding	Kcnh8	0	0	0	0	0	0	0.000102483662649291	0
KIF18B	17	rs17649553	MAPT	protein_coding	Kif18b	0	0	0	0	0	0	8.30836645790731e-05	0
KLHL6	3	rs12637471	MCCC1	protein_coding	Klhl6	0	0	0	0	0	0	3.42666879196839e-06	0
KLHL6-AS1	3	rs12637471	MCCC1	antisense	NA	0	0	0	0	0	0	0	0
KLHL7-AS1	7	rs199347	GPNMB	lincRNA	NA	0	0	0	0	0	0	0	0
KMT5A	12	rs11060180	CCDC62	protein_coding	Kmt5a	0	0	0	0	0	0	0	0
KNTC1	12	rs11060180	CCDC62	protein_coding	Kntc1	0	0	0	0	0	0	4.7771798324088e-32	0
KRT16	17	rs601999	ATP6V0A1	protein_coding	Krt16	0	0	0	0	0	0	2.17483656210401e-09	0
KRT16P1	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT16P2	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT16P4	17	rs11868035	SREBF1-RAI1	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT16P6	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT17	17	rs601999	ATP6V0A1	protein_coding	Krt17	0	0	0	0	0	0	7.07353949751571e-06	0
KRT17P1	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT17P2	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT17P4	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT17P5	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT42P	17	rs601999	ATP6V0A1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT8P12	3	rs34016896	NMD3	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT8P25	3	rs115185635	KRT8P25-APOOP2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT8P31	5	rs2694528	ELOVL7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
KRT8P4	8	rs60298754	MMP16	processed_pseudogene	NA	0	0	0	0	0	0	0	0
KTN1-AS1	14	rs11158026	GCH1	antisense	NA	0	0	0	0	0	0	0	0
LAMB2	3	rs12497850	NCKIPSD	protein_coding	Lamb2	0	0	0	0	0	0	7.45006902753361e-11	0
LARP7P2	16	rs11343	COQ7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
LDHAL6DP	11	rs3793947	DLG2	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
LDHAP5	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
LEFTY1	1	rs4653767	ITPKB	protein_coding	Lefty1	0	0	0	0	0	0	6.88020467750251e-05	0
LEMD1-AS1	1	rs823118	RAB7L1-NUCKS1	antisense	NA	0	0	0	0	0	0	0	0
LGALS3	14	rs11158026	GCH1	protein_coding	Lgals3	0	0	0	0	0	0	0.00017511393726883	0
LINC00208	8	rs2740594	CTSB	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00240	6	rs9468199	ZNF184	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00336	6	rs9275326	HLA-DBQ1	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00504	4	rs11724635	BST1	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00506	3	rs115185635	KRT8P25-APOOP2	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00520	14	rs11158026	GCH1	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00529	8	rs2740594	CTSB	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00533	6	rs9468199	ZNF184	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00582	1	rs10797576	SIPA1L2	antisense	NA	0	0	0	0	0	0	0	0
LINC00671	17	rs601999	ATP6V0A1	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00681	8	rs2740594	CTSB	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00854	17	rs601999	ATP6V0A1	protein_coding	NA	0	0	0	0	0	0	0	0
LINC00888	3	rs12637471	MCCC1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
LINC00907	18	rs12456492	RIT2	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00910	17	rs601999	ATP6V0A1	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00919	16	rs4784227	TOX3	lincRNA	NA	0	0	0	0	0	0	0	0
LINC00974	17	rs601999	ATP6V0A1	lincRNA	NA	0	0	0	0	0	0	0	0
LINC01012	6	rs9468199	ZNF184	lincRNA	NA	0	0	0	0	0	0	0	0
LINC01127	2	rs34043159	IL1R2	lincRNA	NA	0	0	0	0	0	0	0	0
LINC01146	14	rs8005172	GALC	lincRNA	NA	0	0	0	0	0	0	0	0
LINC01561	10	rs117896735	INPP5F	lincRNA	NA	0	0	0	0	0	0	0	0
LINC01571	16	rs4784227	TOX3	lincRNA	NA	0	0	0	0	0	0	0	0
LINGO3	19	rs62120679	SPPL2B	protein_coding	Lingo3	0	0	0	0	0	0	0	0
LIPI	21	rs2823357	USP25	protein_coding	Lipi	0	0	0	0	0	0	8.82542393516549e-09	0
LOXL2	8	rs2280104	SORBS3	protein_coding	Loxl2	0	0	0	0	0	0	2.99731375478488e-07	0
LRRC37A2	17	rs17649553	MAPT	protein_coding	NA	0	0	0	0	0	0	0	0
LRRC37A4P	17	rs17649553	MAPT	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
LRRC43	12	rs11060180	CCDC62	protein_coding	Lrrc43	0	0	0	0	0	0	6.70342212695841e-14	0
LRRK2	12	rs76904798	LRRK2	protein_coding	Lrrk2	0	0	0	0	0	0	7.5565041633134e-14	0
LSM1P1	9	rs13294100	SH3GL2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
LTB	6	rs9275326	HLA-DBQ1	protein_coding	Ltb	0	0	0	0	0	0	1.00562999342202e-05	0
LY6G6E	6	rs9275326	HLA-DBQ1	protein_coding	Ly6g6e	0	0	0	0	0	0	0	0
LY6G6F	6	rs9275326	HLA-DBQ1	protein_coding	Ly6g6f	0	0	0	0	0	0	2.55909344216693e-06	0
LYPLA2P1	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MAP10	1	rs10797576	SIPA1L2	protein_coding	Map10	0	0	0	0	0	0	1.29356795750669e-14	0
MAP3K14	17	rs17649553	MAPT	protein_coding	Map3k14	0	0	0	0	0	0	0	0
MAP3K14-AS1	17	rs17649553	MAPT	antisense	NA	0	0	0	0	0	0	0	0
MAP3K19	2	rs6430538	ACMSD-TMEM163	protein_coding	Map3k19	0	0	0	0	0	0	3.69884742626308e-14	0
MAPRE1P3	2	rs353116	SCN3A	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MAPT-AS1	17	rs17649553	MAPT	antisense	NA	0	0	0	0	0	0	0	0
MAPT-IT1	17	rs17649553	MAPT	sense_intronic	NA	0	0	0	0	0	0	0	0
MCCC1	3	rs12637471	MCCC1	protein_coding	Mccc1	0	0	0	0	0	0	2.51105898766941e-05	0
MCCC1-AS1	3	rs12637471	MCCC1	antisense	NA	0	0	0	0	0	0	0	0
MCF2L2	3	rs12637471	MCCC1	protein_coding	NA	0	0	0	0	0	0	1.61269129905986e-12	0
MCFD2P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MEX3D	19	rs62120679	SPPL2B	protein_coding	Mex3d	0	0	0	0	0	0	0	0
MFSD12	19	rs62120679	SPPL2B	protein_coding	Mfsd12	0	0	0	0	0	0	1.07410212559189e-09	0
MFSD4A	1	rs823118	RAB7L1-NUCKS1	protein_coding	Mfsd4a	0	0	0	0	0	0	0	0
MFSD7	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Mfsd7a	0	0	0	0	0	0	2.75660020784589e-12	0
MFSD9	2	rs34043159	IL1R2	protein_coding	Mfsd9	0	0	0	0	0	0	7.72060377762361e-06	0
MIR103A2	20	rs8118008	DDRGK1	miRNA	NA	0	0	0	0	0	0	0	0
MIR103B2	20	rs8118008	DDRGK1	miRNA	NA	0	0	0	0	0	0	0	0
MIR1226	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR1227	19	rs62120679	SPPL2B	miRNA	NA	0	0	0	0	0	0	0	0
MIR1243	4	rs78738012	ANK2	miRNA	NA	0	0	0	0	0	0	0	0
MIR128-1	2	rs6430538	ACMSD-TMEM163	miRNA	NA	0	0	0	0	0	0	0	0
MIR135A1	3	rs143918452	ALAS1	miRNA	NA	0	0	0	0	0	0	0	0
MIR135B	1	rs823118	RAB7L1-NUCKS1	miRNA	NA	0	0	0	0	0	0	0	0
MIR15B	3	rs34016896	NMD3	miRNA	NA	0	0	0	0	0	0	0	0
MIR16-2	3	rs34016896	NMD3	miRNA	NA	0	0	0	0	0	0	0	0
MIR190B	1	rs35749011	GBA-SYT11	miRNA	NA	0	0	0	0	0	0	0	0
MIR191	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR2115	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR2117HG	17	rs601999	ATP6V0A1	lincRNA	NA	0	0	0	0	0	0	0	0
MIR219A1	6	rs9275326	HLA-DBQ1	miRNA	NA	0	0	0	0	0	0	0	0
MIR302A	4	rs78738012	ANK2	miRNA	NA	0	0	0	0	0	0	0	0
MIR302B	4	rs78738012	ANK2	antisense	NA	0	0	0	0	0	0	0	0
MIR302C	4	rs78738012	ANK2	miRNA	NA	0	0	0	0	0	0	0	0
MIR302D	4	rs78738012	ANK2	miRNA	NA	0	0	0	0	0	0	0	0
MIR3135B	6	rs9275326	HLA-DBQ1	miRNA	NA	0	0	0	0	0	0	0	0
MIR3143	6	rs9468199	ZNF184	miRNA	NA	0	0	0	0	0	0	0	0
MIR3152	9	rs13294100	SH3GL2	miRNA	NA	0	0	0	0	0	0	0	0
MIR3179-3	16	rs11343	COQ7	miRNA	NA	0	0	0	0	0	0	0	0
MIR3179-4	16	rs11343	COQ7	miRNA	NA	0	0	0	0	0	0	0	0
MIR3180-3	16	rs11343	COQ7	lincRNA	NA	0	0	0	0	0	0	0	0
MIR320A	8	rs2280104	SORBS3	miRNA	NA	0	0	0	0	0	0	0	0
MIR33B	17	rs11868035	SREBF1-RAI1	miRNA	NA	0	0	0	0	0	0	0	0
MIR367	4	rs78738012	ANK2	miRNA	NA	0	0	0	0	0	0	0	0
MIR3670-3	16	rs11343	COQ7	miRNA	NA	0	0	0	0	0	0	0	0
MIR3670-4	16	rs11343	COQ7	miRNA	NA	0	0	0	0	0	0	0	0
MIR3679	2	rs6430538	ACMSD-TMEM163	miRNA	NA	0	0	0	0	0	0	0	0
MIR3908	12	rs11060180	CCDC62	miRNA	NA	0	0	0	0	0	0	0	0
MIR3926-1	8	rs2740594	CTSB	miRNA	NA	0	0	0	0	0	0	0	0
MIR3926-2	8	rs2740594	CTSB	miRNA	NA	0	0	0	0	0	0	0	0
MIR3934	6	rs9275326	HLA-DBQ1	miRNA	NA	0	0	0	0	0	0	0	0
MIR425	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR4258	1	rs35749011	GBA-SYT11	miRNA	NA	0	0	0	0	0	0	0	0
MIR4271	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR4304	12	rs11060180	CCDC62	miRNA	NA	0	0	0	0	0	0	0	0
MIR4308	14	rs11158026	GCH1	miRNA	NA	0	0	0	0	0	0	0	0
MIR4443	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR4448	3	rs12637471	MCCC1	miRNA	NA	0	0	0	0	0	0	0	0
MIR4450	4	rs6812193	FAM47E-SCARB2	miRNA	NA	0	0	0	0	0	0	0	0
MIR4518	16	rs14235	BCKDK-STX1B	miRNA	NA	0	0	0	0	0	0	0	0
MIR4519	16	rs14235	BCKDK-STX1B	miRNA	NA	0	0	0	0	0	0	0	0
MIR4646	6	rs9275326	HLA-DBQ1	miRNA	NA	0	0	0	0	0	0	0	0
MIR4681	10	rs117896735	INPP5F	miRNA	NA	0	0	0	0	0	0	0	0
MIR4682	10	rs117896735	INPP5F	miRNA	NA	0	0	0	0	0	0	0	0
MIR4697HG	11	rs329648	MIR4697	TEC	NA	0	0	0	0	0	0	0	0
MIR4772	2	rs34043159	IL1R2	miRNA	NA	0	0	0	0	0	0	0	0
MIR4774	2	rs1474055	STK39	miRNA	NA	0	0	0	0	0	0	0	0
MIR4795	3	rs115185635	KRT8P25-APOOP2	miRNA	NA	0	0	0	0	0	0	0	0
MIR548AH	4	rs6812193	FAM47E-SCARB2	miRNA	NA	0	0	0	0	0	0	0	0
MIR548AT	17	rs601999	ATP6V0A1	miRNA	NA	0	0	0	0	0	0	0	0
MIR548V	8	rs591323	FGF20	miRNA	NA	0	0	0	0	0	0	0	0
MIR5580	14	rs11158026	GCH1	miRNA	NA	0	0	0	0	0	0	0	0
MIR5590	2	rs6430538	ACMSD-TMEM163	miRNA	NA	0	0	0	0	0	0	0	0
MIR5692A2	8	rs2740594	CTSB	miRNA	NA	0	0	0	0	0	0	0	0
MIR5694	14	rs1555399	TMEM229B	miRNA	NA	0	0	0	0	0	0	0	0
MIR5696	2	rs34043159	IL1R2	miRNA	NA	0	0	0	0	0	0	0	0
MIR571	4	rs34311866	TMEM175-GAK-DGKQ	miRNA	NA	0	0	0	0	0	0	0	0
MIR598	8	rs2740594	CTSB	miRNA	NA	0	0	0	0	0	0	0	0
MIR6085	15	rs2414739	VPS13C	miRNA	NA	0	0	0	0	0	0	0	0
MIR6511A4	16	rs11343	COQ7	miRNA	NA	0	0	0	0	0	0	0	0
MIR6738	1	rs35749011	GBA-SYT11	miRNA	NA	0	0	0	0	0	0	0	0
MIR6769B	1	rs823118	RAB7L1-NUCKS1	miRNA	NA	0	0	0	0	0	0	0	0
MIR6770-3	16	rs11343	COQ7	miRNA	NA	0	0	0	0	0	0	0	0
MIR6777	17	rs11868035	SREBF1-RAI1	miRNA	NA	0	0	0	0	0	0	0	0
MIR6780A	17	rs601999	ATP6V0A1	miRNA	NA	0	0	0	0	0	0	0	0
MIR6781	17	rs601999	ATP6V0A1	miRNA	NA	0	0	0	0	0	0	0	0
MIR6783	17	rs17649553	MAPT	miRNA	NA	0	0	0	0	0	0	0	0
MIR6784	17	rs17649553	MAPT	miRNA	NA	0	0	0	0	0	0	0	0
MIR6823	3	rs12497850	NCKIPSD	miRNA	NA	0	0	0	0	0	0	0	0
MIR6832	6	rs9275326	HLA-DBQ1	miRNA	NA	0	0	0	0	0	0	0	0
MIR6833	6	rs9275326	HLA-DBQ1	miRNA	NA	0	0	0	0	0	0	0	0
MIR762	16	rs14235	BCKDK-STX1B	miRNA	NA	0	0	0	0	0	0	0	0
MIR762HG	16	rs14235	BCKDK-STX1B	antisense	NA	0	0	0	0	0	0	0	0
MIR7850	19	rs62120679	SPPL2B	miRNA	NA	0	0	0	0	0	0	0	0
MIR8064	3	rs143918452	ALAS1	miRNA	NA	0	0	0	0	0	0	0	0
MIR8067	15	rs2414739	VPS13C	miRNA	NA	0	0	0	0	0	0	0	0
MIR8082	4	rs78738012	ANK2	miRNA	NA	0	0	0	0	0	0	0	0
MIR92B	1	rs35749011	GBA-SYT11	antisense	NA	0	0	0	0	0	0	0	0
