HumanSymbol	MouseSymbol
SQLE	Sqle
SRP19	Srp19
SRPRA	Srpr
TRIM21	Trim21
SSB	Ssb
SSR1	Ssr1
SSR2	Ssr2
STAC	Stac
STAT6	Stat6
STC1	Stc1
NEK4	Nek4
STRN	Strn
STX5	Stx5a
STXBP1	Stxbp1
SUPT5H	Supt5
SUPV3L1	Supv3l1
SURF1	Surf1
SUV39H1	Suv39h1
SYCP1	Sycp1
SYK	Syk
SYP	Syp
T	T
TAC1	Tac1
ADAM17	Adam17
TAGLN	Tagln
TAL1	Tal1
TAPBP	Tapbp
TBCC	Tbcc
TBP	Tbp
TCF4	Tcf4
TCF3	Tcf3
GCFC2	Gcfc2
NFE2L2	Nfe2l2
TCF21	Tcf21
TDGF1	Tdgf1
TEAD1	Tead1
TMBIM6	Tmbim6
TFAP2A	Tfap2a
TFAP2E	Tfap2e
TFAP2C	Tfap2c
TFAP4	Tfap4
ARFRP1	Arfrp1
TFF1	Tff1
TFF3	Tff3
TFR2	Tfr2
TFRC	Tfrc
TG	Tg
TGFA	Tgfa
TGFB2	Tgfb2
TGFB3	Tgfb3
LEFTY2	Lefty2
TGFBR2	Tgfbr2
TGFBR3	Tgfbr3
THBS2	Thbs2
THRSP	Thrsp
TIAM1	Tiam1
TIMP2	Timp2
TJP1	Tjp1
ICAM5	Icam5
SEC62	Sec62
TSPAN4	Tspan4
GPR137B	Gpr137b
LBR	Lbr
CLDN5	Cldn5
TNNI1	Tnni1
TOP1	Top1
TPD52L1	Tpd52l1
TPD52L2	Tpd52l2
TPP2	Tpp2
NR2C2	Nr2c2
HSP90B1	Hsp90b1
TRPC1	Trpc1
EIPR1	Tssc1
PHLDA2	Phlda2
TSTA3	Tsta3
TTC1	Ttc1
DNAJC3	Dnajc3
TTC3	Ttc3
NKX2-1	Nkx2-1
TTK	Ttk
TUFM	Tufm
TULP1	Tulp1
TULP2	Tulp2
TNFSF4	Tnfsf4
TNFRSF4	Tnfrsf4
TXK	Txk
UBA7	Uba7
UBE2D2	Ube2d2a
UBE2G1	Ube2g1
SUMO1	Sumo1
UCN	Ucn
UCP2	Ucp2
UCP3	Ucp3
SCGB1A1	Scgb1a1
UGDH	Ugdh
UMOD	Umod
UPP1	Upp1
UQCRC1	Uqcrc1
USF2	Usf2
USP1	Usp1
VAV2	Vav2
VBP1	Vbp1
VEGFA	Vegfa
VGF	Vgf
VIM	Vim
VIP	Vip
VIPR2	Vipr2
VRK1	Vrk1
VSNL1	Vsnl1
CORO2A	Coro2a
WNT8B	Wnt8b
WNT9B	Wnt9b
XPO1	Xpo1
XRCC4	Xrcc4
YY1	Yy1
ZFP36	Zfp36
ZBTB14	Zbtb14
ZFX	Zfx
ZIC1	Zic1
CNBP	Cnbp
ZNF35	Zfp105
ZNF76	Zfp523
ZNF169	Zfp169
ZBTB17	Zbtb17
ZNF205	Zfp13
DNALI1	Dnali1
PTP4A1	Ptp4a1
PAX8	Pax8
FZD5	Fzd5
SCG2	Scg2
USP7	Usp7
DEK	Dek
RASSF7	Rassf7
CUL5	Cul5
MFAP5	Mfap5
GPR68	Gpr68
NRIP1	Nrip1
NAA10	Naa10
AXIN1	Axin1
CDC45	Cdc45
FZD6	Fzd6
FZD9	Fzd9
HYAL3	Hyal3
NME5	Nme5
PIP4K2B	Pip4k2b
PLA2G6	Pla2g6
PLA2G10	Pla2g10
SLC25A11	Slc25a11
ULK1	Ulk1
ANXA9	Anxa9
LTBP4	Ltbp4
ZNF282	Zfp282
NSMAF	Nsmaf
DOC2A	Doc2a
DHX16	Dhx16
CUL4B	Cul4b
CUL3	Cul3
CUL2	Cul2
CUL1	Cul1
FOXN1	Foxn1
TPST2	Tpst2
TPST1	Tpst1
KLF11	Klf11
AURKA	Aurka
FKBP6	Fkbp6
GPR65	Gpr65
RAE1	Rae1
OFD1	Ofd1
SEMA7A	Sema7a
CILP	Cilp
SLC4A7	Slc4a7
RGS5	Rgs5
MAP4K3	Map4k3
PPFIBP1	Ppfibp1
SLC43A1	Slc43a1
PKP4	Pkp4
PIK3R3	Pik3r3
PEX3	Pex3
CNTNAP1	Cntnap1
ENC1	Enc1
NIPSNAP1	Nipsnap1
ITGA10	Itga10
IKBKG	Ikbkg
ELP1	Ikbkap
HAT1	Hat1
GCM1	Gcm1
DGKE	Dgke
YBX3	Ybx3
CPZ	Cpz
COPS3	Cops3
CHST1	Chst1
CBX4	Cbx4
BCAS1	Bcas1
BARX2	Barx2
AGPS	Agps
PIR	Pir
CGGBP1	Cggbp1
BHLHE40	Bhlhe40
TCAP	Tcap
PRPF18	Prpf18
KMO	Kmo
YARS	Yars
PDXK	Pdxk
KHSRP	Khsrp
PDLIM4	Pdlim4
CASK	Cask
AKR7A2	Akr7a5
PRKRA	Prkra
STK16	Stk16
SCARF1	Scarf1
LY6D	Ly6d
OR6A2	Olfr2
TNFSF11	Tnfsf11
RGS20	Rgs20
FAM193A	Fam193a
KLF7	Klf7
PLPP2	Plpp2
STC2	Stc2
USO1	Uso1
CADPS	Cadps
PDE8B	Pde8b
PSMG1	Psmg1
RFXANK	Rfxank
JRK	Jrk
SKAP1	Skap1
UNC5C	Unc5c
RTCA	Rtca
SSNA1	Ssna1
OASL	Oasl1
AOC3	Aoc3
DCHS1	Dchs1
KCNK5	Kcnk5
CHRD	Chrd
NUMB	Numb
SOCS1	Socs1
IRS2	Irs2
EIF3A	Eif3a
EIF3B	Eif3b
EIF3C	Eif3c
EIF3D	Eif3d
EIF3F	Eif3f
EIF3G	Eif3g
EIF3H	Eif3h
EIF3I	Eif3i
EIF4G3	Eif4g3
STX16	Stx16
STX11	Stx11
BECN1	Becn1
JRKL	Jrkl
S1PR4	S1pr4
MRPL40	Mrpl40
DNAH11	Dnah11
B4GALT2	B4galt2
B3GALT4	B3galt4
TRADD	Tradd
MBTPS1	Mbtps1
EDF1	Edf1
SNX30	Snx30
URI1	Uri1
EED	Eed
CTNNAL1	Ctnnal1
RNMT	Rnmt
RIPK1	Ripk1
CRADD	Cradd
TNFSF14	Tnfsf14
TNFSF10	Tnfsf10
ADAM23	Adam23
ADAM15	Adam15
ADAM7	Adam7
TNFRSF14	Tnfrsf14
FADD	Fadd
NAPG	Napg
NAPA	Napa
MTMR1	Mtmr1
MPDZ	Mpdz
RIOK3	Riok3
MATN4	Matn4
RGS9	Rgs9
DLK1	Dlk1
FPGT	Fpgt
TNFRSF11A	Tnfrsf11a
SCEL	Scel
PEX11B	Pex11b
SUCLG2	Suclg2
SUCLA2	Sucla2
IL18RAP	Il18rap
IL1RL2	Il1rl2
IL18R1	Il18r1
IL1RL1	Il1rl1
GALR2	Galr2
DPM1	Dpm1
BANF1	Banf1
FGF18	Fgf18
SAP30	Sap30
INPP4A	Inpp4a
FGF17	Fgf17
NRP2	Nrp2
NRP1	Nrp1
TMEM11	Tmem11
SOCS2	Socs2
GGH	Ggh
WISP2	Wisp2
WISP1	Wisp1
AKAP4	Akap4
ASAP2	Asap2
PROZ	Proz
LDB1	Ldb1
ST3GAL5	St3gal5
IER3	Ier3
ARHGEF7	Arhgef7
SGPL1	Sgpl1
CDC16	Cdc16
ZPR1	Zpr1
MCM3AP	Mcm3ap
EIF2B5	Eif2b5
EIF2S2	Eif2s2
AP1S2	Ap1s2
BCL10	Bcl10
FOXH1	Foxh1
MBD4	Mbd4
MBD3	Mbd3
MBD2	Mbd2
SKAP2	Skap2
WASF1	Wasf1
ST13	St13
TOP3B	Top3b
CDK5R2	Cdk5r2
KYNU	Kynu
AP3D1	Ap3d1
STBD1	Stbd1
ATP6V0E1	Atp6v0e
HAP1	Hap1
SLC25A14	Slc25a14
MPZL1	Mpzl1
MAP3K14	Map3k14
SOCS3	Socs3
CH25H	Ch25h
RNF8	Rnf8
RHBDL1	Rhbdl1
TM4SF5	Tm4sf5
CCRL2	Ccrl2
SEMA5A	Sema5a
UBA3	Uba3
UBE2M	Ube2m
MYOM2	Myom2
SPAG9	Spag9
DOK2	Dok2
SH2D2A	Sh2d2a
AIP	Aip
GPRC5A	Gprc5a
SLC13A2	Slc13a2
TNK1	Tnk1
BBOX1	Bbox1
PAX2	Pax2
NPR2	Npr2
NFKB1	Nfkb1
OSMR	Osmr
FCGR2B	Fcgr2b
GJB2	Gjb2
ADCY3	Adcy3
AMPD2	Ampd2
ARRB1	Arrb1
ATIC	Atic
ATOX1	Atox1
ATP5A1	Atp5a1
ATP6V0B	Atp6v0b
B2M	B2m
BCL2L2	Bcl2l2
BNIP3	Bnip3
BYSL	Bysl
C3AR1	C3ar1
KYAT3	Kyat3
CCNG1	Ccng1
CDH16	Cdh16
CDKN1B	Cdkn1b
AP2M1	Ap2m1
AP2S1	Ap2s1
COX8A	Cox8a
CRYBB3	Crybb3
DCTN1	Dctn1
DDIT3	Ddit3
DNTT	Dntt
ECHS1	Echs1
EFNB2	Efnb2
EIF2S1	Eif2s1
EIF4EBP1	Eif4ebp1
EIF4EBP2	Eif4ebp2
EMX2	Emx2
EYA4	Eya4
EFEMP1	Efemp1
FCER1G	Fcer1g
FCGRT	Fcgrt
FDXR	Fdxr
FEN1	Fen1
FGF11	Fgf11
FGF13	Fgf13
FGF14	Fgf14
FKBP5	Fkbp5
FLT3	Flt3
GIP	Gip
GNG11	Gng11
GPS1	Gps1
HABP2	Habp2
KCNMB1	Kcnmb1
LBP	Lbp
CITED1	Cited1
MYO9B	Myo9b
NDUFB7	Ndufb7
DRG1	Drg1
PRKAR2A	Prkar2a
PSPN	Pspn
PYY	Pyy
RAB27A	Rab27a
RBP2	Rbp2
RRAD	Rrad
SDHA	Sdha
SHMT1	Shmt1
SLC1A2	Slc1a2
SNRPD3	Snrpd3
SREBF1	Srebf1
TANK	Tank
WARS	Wars
USP2	Usp2
AIFM1	Aifm1
SYNGR3	Syngr3
FIBP	Fibp
EBAG9	Ebag9
PTTG1	Pttg1
UBE2L6	Ube2l6
GPR50	Gpr50
MFHAS1	Mfhas1
CYTH3	Cyth3
S1PR2	S1pr2
ATP6V1F	Atp6v1f
SOCS6	Socs6
CD83	Cd83
KLF4	Klf4
TRIP13	Trip13
JMJD1C	Jmjd1c
GLP2R	Glp2r
EFTUD2	Eftud2
PRLHR	Prlhr
RAB28	Rab28
RAB9B	Rab9b
SLC9A3R1	Slc9a3r1
PLAA	Plaa
SLC22A13	Slc22a13
TGFBRAP1	Tgfbrap1
CD101	Cd101
RECQL4	Recql4
SELENOF	Selenof
SEMA4F	Sema4f
MED21	Med21
FADS2	Fads2
CHST2	Chst2
MED17	Med17
MED27	Med27
MED7	Med7
HOMER1	Homer1
CHST3	Chst3
AKAP6	Akap6
MED20	Med20
PIGL	Pigl
PMPCB	Pmpcb
EEF1E1	Eef1e1
BAG3	Bag3
GTPBP1	Gtpbp1
CYTIP	Cytip
NFE2L3	Nfe2l3
CARTPT	Cartpt
RIN1	Rin1
GDA	Gda
TRAF4	Traf4
ABCB7	Abcb7
TGFBR1	Tgfbr1
RHOH	Rhoh
ARR3	Arr3
ARRB2	Arrb2
BAD	Bad
BAG1	Bag1
BCL9	Bcl9
BCR	Bcr
BCS1L	Bcs1l
BNIP2	Bnip2
BRAF	Braf
BST1	Bst1
OSGIN2	Osgin2
LDLRAD4	Ldlrad4
PTTG1IP	Pttg1ip
CCNG2	Ccng2
CD74	Cd74
UBE2R2	Ube2r2
CEBPA	Cebpa
CLCN2	Clcn2
CCR6	Ccr6
CNN2	Cnn2
COL12A1	Col12a1
COPA	Copa
COX6A1	Cox6a1
COX11	Cox11
CRABP1	Crabp1
CREB1	Creb1
VCAN	Vcan
NCAN	Ncan
NKX2-5	Nkx2-5
CTBS	Ctbs
CYP8B1	Cyp8b1
DAG1	Dag1
DAP	Dap
DBN1	Dbn1
DDX6	Ddx6
DFFA	Dffa
DFFB	Dffb
DFNA5	Dfna5
SEPT2	Sept2
DLX2	Dlx2
DMPK	Dmpk
TRDMT1	Trdmt1
RCAN1	Rcan1
DUSP1	Dusp1
DUSP2	Dusp2
DUSP5	Dusp5
E4F1	E4f1
ECM1	Ecm1
EFNA1	Efna1
EFNB1	Efnb1
ELF3	Elf3
EPS8	Eps8
ERBB2	Erbb2
ERH	Erh
ETFDH	Etfdh
ETV5	Etv5
EXTL1	Extl1
ACSL3	Acsl3
DPP4	Dpp4
FARSA	Farsa
FDFT1	Fdft1
FGD1	Fgd1
FGF5	Fgf5
FGF10	Fgf10
GPC5	Gpc5
VEGFD	Vegfd
FOXD1	Foxd1
FOXE1	Foxe1
FOXD2	Foxd2
FLOT2	Flot2
NAALAD2	Naalad2
FRG1	Frg1
FUT7	Fut7
GALNT2	Galnt2
GNG4	Gng4
GOLGA2	Golga2
GRB14	Grb14
GTF2A2	Gtf2a2
HDGF	Hdgf
FOXA1	Foxa1
FOXA3	Foxa3
ONECUT1	Onecut1
IDI1	Idi1
ILK	Ilk
KIF2A	Kif2a
KIF11	Kif11
LLGL2	Llgl2
MCM2	Mcm2
MEOX1	Meox1
MGST3	Mgst3
MMP2	Mmp2
MYBPC2	Mybpc2
MYT1	Myt1
NAP1L3	Nap1l3
NCAM2	Ncam2
NDUFA1	Ndufa1
NDUFA3	Ndufa3
NDUFB2	Ndufb2
NDUFB10	Ndufb10
NDUFC2	Ndufc2
NDUFS3	Ndufs3
NFATC4	Nfatc4
NOTCH4	Notch4
OVOL1	Ovol1
PRKN	Park2
PCK2	Pck2
GATB	Gatb
PIGH	Pigh
PIK3C2G	Pik3c2g
PKNOX1	Pknox1
PKP2	Pkp2
MAP4K2	Map4k2
RABGGTB	Rabggtb
SCN2B	Scn2b
SCO1	Sco1
CCL20	Ccl20
SNRPD2	Snrpd2
TROVE2	Trove2
STAU1	Stau1
TBCA	Tbca
TBX6	Tbx6
TGM2	Tgm2
TK2	Tk2
TM4SF4	Tm4sf4
TOP3A	Top3a
TRAF6	Traf6
TSN	Tsn
VIPR1	Vipr1
XPC	Xpc
FANCG	Fancg
DAP3	Dap3
RAB7A	Rab7
BAG6	Bag6
CDK2AP1	Cdk2ap1
PABPN1	Pabpn1
COIL	Coil
DPF1	Dpf1
USP9X	Usp9x
KDM5A	Kdm5a
AXIN2	Axin2
BAP1	Bap1
CAVIN2	Cavin2
RASAL1	Rasal1
MMP23B	Mmp23
DDX3X	Ddx3x
CDC23	Cdc23
HERC2	Herc2
CLIC3	Clic3
MAP3K6	Map3k6
ASH2L	Ash2l
RGN	Rgn
SPARCL1	Sparcl1
MTMR4	Mtmr4
NMI	Nmi
MTA1	Mta1
ATP6V0D1	Atp6v0d1
PRPF4	Prpf4
PRPF3	Prpf3
FAM50A	Fam50a
RABEP1	Rabep1
RRP9	Rrp9
ARHGEF1	Arhgef1
SYNGR1	Syngr1
NEMF	Nemf
COX7A2L	Cox7a2l
LPAR2	Lpar2
AP4M1	Ap4m1
ARHGEF2	Arhgef2
BUB3	Bub3
SLC24A1	Slc24a1
DDX21	Ddx21
ETF1	Etf1
SLC33A1	Slc33a1
MTA2	Mta2
LRAT	Lrat
DLGAP2	Dlgap2
DLG5	Dlg5
CCPG1	Ccpg1
CRLF1	Crlf1
GCM2	Gcm2
RGL2	Rgl2
ITGB1BP1	Itgb1bp1
BCL7C	Bcl7c
COPB2	Copb2
GPR37L1	Gpr37l1
B4GALT6	B4galt6
B4GALT5	B4galt5
PTGDR2	Ptgdr2
TCEAL1	Tceal1
VAMP3	Vamp3
SNAP29	Snap29
NDST3	Ndst3
TXNL1	Txnl1
SLIT2	Slit2
UBE4A	Ube4a
ITGBL1	Itgbl1
PPIG	Ppig
LONP1	Lonp1
RAB33A	Rab33a
ADIPOQ	Adipoq
ZFYVE9	Zfyve9
SLC22A14	Slc22a14
LPXN	Lpxn
PEX16	Pex16
SNRNP40	Snrnp40
ARHGAP29	Arhgap29
FAM189A2	Fam189a2
TJP2	Tjp2
DDX23	Ddx23
CYP7B1	Cyp7b1
HAND1	Hand1
CDYL	Cdyl
ECEL1	Ecel1
NCR1	Ncr1
MED23	Med23
AGTR1	Agtr1a
EIF2AK3	Eif2ak3
HOMER2	Homer2
ARHGEF6	Arhgef6
IL27RA	Il27ra
PCYT1B	Pcyt1b
ATG5	Atg5
PIGB	Pigb
CLTC	Cltc
FXR1	Fxr1
GAL3ST1	Gal3st1
GDF15	Gdf15
TBPL1	Tbpl1
MPDU1	Mpdu1
TMEM59	Tmem59
BAG5	Bag5
POLR1C	Polr1c
PTGES	Ptges
EI24	Ei24
CIR1	Cir1
IGDCC3	Igdcc3
APBA3	Apba3
CXCL14	Cxcl14
ATP5J2	Atp5j2
SPAG7	Spag7
SEC22B	Sec22b
H2AFY	H2afy
NLRP3	Nlrp3
VPS26B	Vps26b
CLOCK	Clock
BABAM2	Babam2
PRDX6	Prdx6
IER2	Ier2
PITPNM1	Pitpnm1
RAB36	Rab36
SEC24C	Sec24c
C21orf2	1810043G02Rik
CAPZB	Capzb
CD8B	Cd8b1
CDH15	Cdh15
CDK5	Cdk5
CTNS	Ctns
DAPK1	Dapk1
DDX1	Ddx1
DHX8	Dhx8
DNASE1L3	Dnase1l3
EPYC	Epyc
EFNA3	Efna3
ETV1	Etv1
MTOR	Mtor
NR5A1	Nr5a1
GDF10	Gdf10
GUCY2C	Gucy2c
HMGN1	Hmgn1
IBSP	Ibsp
IDE	Ide
KCNC3	Kcnc3
KCNJ4	Kcnj4
KCNJ8	Kcnj8
MECP2	Mecp2
ATXN3	Atxn3
MMP9	Mmp9
MYBPH	Mybph
NDUFA5	Ndufa5
NDUFA9	Ndufa9
NDUFB8	Ndufb8
NDUFB9	Ndufb9
NDUFS1	Ndufs1
NFKBIL1	Nfkbil1
SNU13	Snu13
NME4	Nme4
NRF1	Nrf1
ROR1	Ror1
NUCB2	Nucb2
OMD	Omd
PCYT1A	Pcyt1a
PDCD1	Pdcd1
PDE1C	Pde1c
ENPP3	Enpp3
PFN1	Pfn1
PGGT1B	Pggt1b
PIK3CD	Pik3cd
PIK3R2	Pik3r2
PITX3	Pitx3
PLK1	Plk1
FXYD1	Fxyd1
EXOSC9	Exosc9
PRF1	Prf1
RELN	Reln
PTH2R	Pth2r
ABCD4	Abcd4
RAPSN	Rapsn
RBBP5	Rbbp5
SFPQ	Sfpq
SIM1	Sim1
SIM2	Sim2
CNTN2	Cntn2
XBP1	Xbp1
ZNF142	Zfp142
PLA2G7	Pla2g7
SSPN	Sspn
PLA2G4B	Pla2g4b
TNFSF18	Tnfsf18
CBFA2T2	Cbfa2t2
ZMYM3	Zmym3
LGI1	Lgi1
MSC	Msc
AKAP12	Akap12
FEZ2	Fez2
RBM8A	Rbm8a
EXOG	Exog
XYLB	Xylb
CRYZL1	Cryzl1
HS3ST1	Hs3st1
MVP	Mvp
FGF19	Fgf15
TNFSF15	Tnfsf15
NR1I3	Nr1i3
NR1H4	Nr1h4
CCS	Ccs
NR1D2	Nr1d2
FGFBP1	Fgfbp1
REC8	Rec8
RCE1	Rce1
FGB	Fgb
GIF	Gif
HR	Hr
UNC119	Unc119
TBX19	Tbx19
USP14	Usp14
USP8	Usp8
ABL1	Abl1
APLNR	Aplnr
AKT1	Akt1
ASCL2	Ascl2
ATP5C1	Atp5c1
ATP6V0A1	Atp6v0a1
COMMD3-BMI1	Bmi1
CAPN1	Capn1
RUNX1T1	Runx1t1
CBL	Cbl
CCNC	Ccnc
CD80	Cd80
CDKN3	Cdkn3
CDX4	Cdx4
CEBPB	Cebpb
CEBPD	Cebpd
CHRNG	Chrng
MAP3K8	Map3k8
CRYBA1	Cryba1
CRYGB	Crygb
CSF1R	Csf1r
CSN3	Csn3
CTLA4	Ctla4
DDOST	Ddost
DLX5	Dlx5
DNASE1	Dnase1
E2F1	E2f1
S1PR3	S1pr3
EFNA4	Efna4
ELK1	Elk1
ELK3	Elk3
CTTN	Cttn
EPHA1	Epha1
ERCC4	Ercc4
ETS1	Ets1
ETS2	Ets2
FGF3	Fgf3
FGR	Fgr
FOXG1	Foxg1
FOS	Fos
FOSL2	Fosl2
GAK	Gak
GCHFR	Gchfr
MSTN	Mstn
GDF9	Gdf9
GFI1	Gfi1
GFRA1	Gfra1
GJA5	Gja5
GJA8	Gja8
GJB5	Gjb5
GLI1	Gli1
GNL1	Gnl1
GPM6A	Gpm6a
GPR4	Gpr4
GPR12	Gpr12
GPR15	Gpr15
GPR20	Gpr20
LPAR4	Lpar4
GPR25	Gpr25
GPR35	Gpr35
GPR37	Gpr37
FFAR1	Ffar1
GRK5	Grk5
GRB7	Grb7
GRB10	Grb10
GSC2	Gsc2
GTF2H1	Gtf2h1
HIST1H1T	Hist1h1t
HAGH	Hagh
HAS2	Has2
HBQ1	Hbq1b
HCCS	Hccs
HCFC1	Hcfc1
NCKAP1L	Nckap1l
UBE2K	Ube2k
HINT1	Hint1
ZBTB48	Zbtb48
HSPA5	Hspa5
JUND	Jund
LCK	Lck
LIPE	Lipe
MB	Mb
MCF2	Mcf2
METTL1	Mettl1
MOS	Mos
MPP2	Mpp2
MYCL	Mycl
MYCN	Mycn
NEU2	Neu2
NFIL3	Nfil3
PHF2	Phf2
PNLIPRP2	Pnliprp2
PPP1R3C	Ppp1r3c
PTPN14	Ptpn14
RALA	Rala
SELENOP	Selenop
SFTPA1	Sftpa1
SIX3	Six3
SKIL	Skil
ST5	St5
STAT2	Stat2
TAL2	Tal2
TECTA	Tecta
TFF2	Tff2
TIE1	Tie1
TP53BP2	Trp53bp2
TP73	Trp73
VAV1	Vav1
VEGFC	Vegfc
WNT1	Wnt1
XRCC2	Xrcc2
MALL	Mall
FOSL1	Fosl1
MLF2	Mlf2
EOMES	Eomes
CNOT9	Cnot9
SMC3	Smc3
P2RX6	P2rx6
RASSF9	Rassf9
BMP15	Bmp15
NOG	Nog
PDLIM7	Pdlim7
WDR46	Wdr46
ZBTB22	Zbtb22
CER1	Cer1
SNCAIP	Sncaip
MED6	Med6
ACOT8	Acot8
KCNE3	Kcne3
HDAC5	Hdac5
GNE	Gne
HCN4	Hcn4
FRAT1	Frat1
PIGK	Pigk
CHAF1A	Chaf1a
PARP2	Parp2
PARP3	Parp3
HMGXB4	Hmgxb4
CST8	Cst8
SMC4	Smc4
GJC1	Gjc1
AP1M1	Ap1m1
UBA2	Uba2
SAE1	Sae1
APBA2	Apba2
MLANA	Mlana
LRRC32	Lrrc32
TLX1	Tlx1
HOXA1	Hoxa1
HOXA11	Hoxa11
IDH3A	Idh3a
IFI35	Ifi35
IFNGR2	Ifngr2
IL12RB1	Il12rb1
IMPA1	Impa1
INPP5A	Inpp5a
INPP5D	Inpp5d
INSIG1	Insig1
INSL3	Insl3
IRS1	Irs1
ISLR	Islr
ITK	Itk
KARS	Kars
KCNA10	Kcna10
KLC1	Klc1
KRT7	Krt7
LAD1	Lad1
LAMA5	Lama5
LAMP1	Lamp1
LAMC2	Lamc2
STMN1	Stmn1
LCN2	Lcn2
LCP2	Lcp2
LGALS3BP	Lgals3bp
LHX1	Lhx1
LMAN1	Lman1
LMO2	Lmo2
LOXL1	Loxl1
LPP	Lpp
CD180	Cd180
LYL1	Lyl1
SMAD6	Smad6
MEF2A	Mef2a
ALDH6A1	Aldh6a1
MRE11	Mre11a
MUSK	Musk
MYF5	Myf5
NFIA	Nfia
NFIB	Nfib
NFIC	Nfic
NHLH1	Nhlh1
NHLH2	Nhlh2
NIT1	Nit1
NKG7	Nkg7
CLDN11	Cldn11
POU3F2	Pou3f2
RBL2	Rbl2
REST	Rest
RGS4	Rgs4
RNASE6	Rnase6
DLL1	Dll1
CCL25	Ccl25
SDCBP	Sdcbp
SLC6A8	Slc6a8
SMO	Smo
SOS1	Sos1
SOX3	Sox3
VAMP7	Vamp7
SYT1	Syt1
TAF13	Taf13
TBL1X	Tbl1x
TCF20	Tcf20
TDO2	Tdo2
TERF2	Terf2
TFCP2	Tfcp2
KLF10	Klf10
TMPRSS2	Tmprss2
TP53BP1	Trp53bp1
TRAF1	Traf1
MKRN3	Mkrn3
RNF103	Rnf103
ST8SIA4	St8sia4
UBXN8	Ubxn8
PSCA	Psca
TAF1A	Taf1a
ADGRG1	Adgrg1
GTF2IRD1	Gtf2ird1
SOX13	Sox13
FARSB	Farsb
SCAMP2	Scamp2
SCAMP3	Scamp3
SNUPN	Snupn
ERAL1	Eral1
PTPRU	Ptpru
TSSC4	Tssc4
PDCD7	Pdcd7
PQBP1	Pqbp1
COL4A3BP	Col4a3bp
UST	Ust
ARPC5	Arpc5
ARPC4	Arpc4
ARPC3	Arpc3
ARPC1B	Arpc1b
ACTR3B	Actr3b
ACTR2	Actr2
TSPAN5	Tspan5
TSFM	Tsfm
ARPC2	Arpc2
ARL4C	Arl4c
ARL4A	Arl4a
RASGRP1	Rasgrp1
ZNF263	Zfp263
PDIA6	Pdia6
NAMPT	Nampt
CLEC3A	Clec3a
EBI3	Ebi3
ADGRG2	Adgrg2
ABI2	Abi2
CEBPZ	Cebpz
PLXNC1	Plxnc1
AASS	Aass
PDZK1IP1	Pdzk1ip1
CHST4	Chst4
RCL1	Rcl1
SORBS3	Sorbs3
CNIH1	Cnih1
LHFPL2	Lhfpl2
LHFP	Lhfp
TNK2	Tnk2
TXNDC9	Txndc9
RNF41	Rnf41
TSHZ1	Tshz1
ALG3	Alg3
NME6	Nme6
TRIM13	Trim13
USPL1	Uspl1
TOPORS	Topors
PSMD14	Psmd14
OLIG2	Olig2
KLRG1	Klrg1
GPA33	Gpa33
PLIN3	Plin3
MSLN	Msln
RASGRP2	Rasgrp2
HNRNPR	Hnrnpr
SLC35B1	Slc35b1
AP3S1	Ap3s1
MRPS31	Mrps31
KCNMB2	Kcnmb2
SLC17A2	Slc17a2
RIDA	Rida
POP7	Pop7
SPRY3	Spry3
SPRY1	Spry1
SPRY2	Spry2
CDK2AP2	Cdk2ap2
RAMP2	Ramp2
RAMP1	Ramp1
RAMP3	Ramp3
ZMPSTE24	Zmpste24
AKAP8	Akap8
PURA	Pura
FSTL3	Fstl3
STUB1	Stub1
NET1	Net1
EFS	Efs
SMNDC1	Smndc1
BCAS2	Bcas2
SF3A1	Sf3a1
MAEA	Maea
APC2	Apc2
PAK4	Pak4
MARCH6	March6
KATNB1	Katnb1
CCIN	Ccin
GOLGA3	Golga3
IPP	Ipp
CAPRIN1	Caprin1
SMAD5	Smad5
SMAD7	Smad7
MAN1A1	Man1a
MANBA	Manba
MC4R	Mc4r
MC5R	Mc5r
MCM6	Mcm6
MCM7	Mcm7
MDH1	Mdh1
MEF2D	Mef2d
MEOX2	Meox2
MFAP3	Mfap3
MFGE8	Mfge8
MELTF	Meltf
MIPEP	Mipep
KMT2A	Kmt2a
MLLT1	Mllt1
AFF1	Aff1
FOXO4	Foxo4
CD200	Cd200
MTF1	Mtf1
MTHFR	Mthfr
MTNR1B	Mtnr1b
MXI1	Mxi1
NAB1	Nab1
NAB2	Nab2
HNRNPM	Hnrnpm
FXYD3	Fxyd3
TSPAN31	Tspan31
SIX1	Six1
SNAI1	Snai1
TBCD	Tbcd
TBX3	Tbx3
CCT3	Cct3
TSNAX	Tsnax
UCHL3	Uchl3
UQCRFS1	Uqcrfs1
WFS1	Wfs1
MANF	Manf
ST8SIA2	St8sia2
CLPP	Clpp
PROM1	Prom1
HCAR2	Hcar2
TCIRG1	Tcirg1
ALKBH1	Alkbh1
CDC123	Cdc123
TAX1BP1	Tax1bp1
H1FX	H1fx
PNMA1	Pnma1
CACNA2D2	Cacna2d2
TP53I11	Trp53i11
SPATA2	Spata2
MRC2	Mrc2
SNAPC5	Snapc5
DSCR3	Dscr3
LANCL1	Lancl1
KLHL41	Klhl41
EMC8	Emc8
MRVI1	Mrvi1
TFG	Tfg
PKDREJ	Pkdrej
AGFG2	Agfg2
MICU1	Micu1
CACNG2	Cacng2
CITED2	Cited2
IRF9	Irf9
BPNT1	Bpnt1
NOD1	Nod1
PRG3	Prg3
